,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
6266,SEE,Sealed Air Corporation,39.23,6107188231.94,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/see,
2588,SEED,Origin Agritech Limited,7.81,39141564.44,,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/seed,
3006,SEEL,"Seelos Therapeutics, Inc.",0.6565,34971783.886,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/seel,
3007,SEIC,SEI Investments Company,50.08,7336799827.52,,1981.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/seic,
3010,SELB,"Selecta Biosciences, Inc.",2.64,282858602.4,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/selb,
1435,SELF,"Global Self Storage, Inc.",4.15,38828238.3,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/self,
6269,SEM,Select Medical Holdings Corporation,20.2,2706195292.8,,2009.0,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/sem,
3016,SENEA,Seneca Foods Corp.,35.49,323047547.55,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/senea,
3017,SENEB,Seneca Foods Corp.,37.25,339067938.75,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/seneb,
7130,SENS,"Senseonics Holdings, Inc.",0.3999,99057826.5507,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sens,
6281,SERV,"ServiceMaster Global Holdings, Inc.",40.02,5282317638.9,,2014.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/serv,
3026,SESN,"Sesen Bio, Inc.",1.13,132403948.68,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sesn,
6395,SF,Stifel Financial Corporation,52.86,3623981536.02,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf,
6399,SFB,Stifel Financial Corporation,26.11,0.0,,2017.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sfb,
3114,SFBC,"Sound Financial Bancorp, Inc.",29.48,76509119.72,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/sfbc,
3025,SFBS,"ServisFirst Bancshares, Inc.",35.04,1888037824.32,,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/sfbs,
6225,SFE,"Safeguard Scientifics, Inc.",5.69,118253352.47,,,Finance,Finance/Investors Services,https://old.nasdaq.com/symbol/sfe,
2959,SFET,Safe-T Group Ltd.,1.05,12690145.65,12085853.0,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sfet,
3170,SFIX,"Stitch Fix, Inc.",28.29,2902201053.96,,2017.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/sfix,
6283,SFL,SFL Corporation Ltd,8.88,1060255829.52,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sfl,
3144,SFM,"Sprouts Farmers Market, Inc.",21.12,2490986784.0,,2013.0,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/sfm,
3063,SFNC,Simmons First National Corporation,16.19,1764975176.01,,,Finance,Major Banks,https://old.nasdaq.com/symbol/sfnc,
3120,SFST,"Southern First Bancshares, Inc.",24.68,190891013.92,,,Finance,Major Banks,https://old.nasdaq.com/symbol/sfst,
5892,SFTW,Osprey Technology Acquisition Corp.,10.07,398079687.5,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/sftw,
5893,SFTW.U,Osprey Technology Acquisition Corp.,,0.0,,2019.0,,,https://old.nasdaq.com/symbol/sftw.u,
5894,SFTW.WS,Osprey Technology Acquisition Corp.,,0.0,,,,,https://old.nasdaq.com/symbol/sftw.ws,
4850,SFUN,Fang Holdings Limited,10.91,97906525.47,,2010.0,Technology,EDP Services,https://old.nasdaq.com/symbol/sfun,
6396,SF^A,Stifel Financial Corporation,25.58,0.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf^a,
6397,SF^B,Stifel Financial Corporation,26.97,0.0,,,,,https://old.nasdaq.com/symbol/sf^b,
6398,SF^C,Stifel Financial Corporation,26.17,0.0,,,,,https://old.nasdaq.com/symbol/sf^c,
3071,SG,"Sirius International Insurance Group, Ltd.",11.5,1325942421.5,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/sg,
2961,SGA,"Saga Communications, Inc.",22.49,134778319.39,,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/sga,
3028,SGBX,"SG Blocks, Inc.",1.88,16160835.32,,2017.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/sgbx,
3202,SGC,"Superior Group of Companies, Inc.",21.1,323343363.0,,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/sgc,
3000,SGEN,"Seattle Genetics, Inc.",175.66,30564246269.2,,2001.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/sgen,
3082,SGH,"SMART Global Holdings, Inc.",26.89,649643953.46,,2017.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/sgh,
3048,SGLB,"Sigma Labs, Inc.",2.23,13000900.0,,,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/sglb,
3049,SGLBW,"Sigma Labs, Inc.",0.16,0.0,,,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/sglbw,
3050,SGMA,"SigmaTron International, Inc.",3.1,13151774.8,,1994.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/sgma,
2969,SGMO,"Sangamo Therapeutics, Inc.",10.78,1519850726.24,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/sgmo,
2988,SGMS,Scientific Games Corp,30.85,2921652643.5,,,Technology,EDP Services,https://old.nasdaq.com/symbol/sgms,
3029,SGOC,"SGOCO Group, Ltd",0.98,98586674.06,,2010.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/sgoc,
3126,SGRP,"SPAR Group, Inc.",0.7446,15717278.8992,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/sgrp,
3207,SGRY,"Surgery Partners, Inc.",23.62,1194026028.46,,2015.0,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/sgry,
6378,SGU,"Star Group, L.P.",9.72,425164716.72,,,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sgu,
6284,SHAK,"Shake Shack, Inc.",68.14,2817862990.94,,2015.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/shak,
3038,SHBI,Shore Bancshares Inc,11.3,141551800.4,,,Finance,Major Banks,https://old.nasdaq.com/symbol/shbi,
3032,SHEN,Shenandoah Telecommunications Co,47.27,2356512264.98,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/shen,
6289,SHG,Shinhan Financial Group Co Ltd,24.18,11543360539.62,,,Finance,Major Banks,https://old.nasdaq.com/symbol/shg,
6299,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",18.92,2047865514.2,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/shi,
2996,SHIP,Seanergy Maritime Holdings Corp,0.4287,28429234.0695,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/ship,
2997,SHIPW,Seanergy Maritime Holdings Corp,0.0197,0.0,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/shipw,
2998,SHIPZ,Seanergy Maritime Holdings Corp,0.02,0.0,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/shipz,
6560,SHLL,Tortoise Acquisition Corp.,47.92,1395724964.24,,2019.0,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/shll,
6561,SHLL.U,Tortoise Acquisition Corp.,,0.0,,2019.0,,,https://old.nasdaq.com/symbol/shll.u,
6562,SHLL.WS,Tortoise Acquisition Corp.,,0.0,,,,,https://old.nasdaq.com/symbol/shll.ws,
6286,SHLX,"Shell Midstream Partners, L.P.",9.81,3858170357.97,,2014.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/shlx,
6426,SHO,"Sunstone Hotel Investors, Inc.",8.41,1813494975.5,,2004.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/sho,
3169,SHOO,"Steven Madden, Ltd.",20.6,1712918901.8,,1993.0,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/shoo,
6290,SHOP,Shopify Inc.,870.76,104652223551.48,,2015.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/shop,
6427,SHO^E,"Sunstone Hotel Investors, Inc.",24.58,0.0,,,,,https://old.nasdaq.com/symbol/sho^e,
6428,SHO^F,"Sunstone Hotel Investors, Inc.",24.55,0.0,,,,,https://old.nasdaq.com/symbol/sho^f,
3031,SHSP,"SharpSpring, Inc.",10.55,121883633.05,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/shsp,
1966,SHV,iShares Short Treasury Bond ETF,110.7,0.0,,,,,https://old.nasdaq.com/symbol/shv,
6287,SHW,Sherwin-Williams Company (The),712.55,64877433807.9,,,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/shw,
1894,SHY,iShares 1-3 Year Treasury Bond ETF,86.48,0.0,,,,,https://old.nasdaq.com/symbol/shy,
3309,SHYF,"The Shyft Group, Inc.",19.64,698498780.04,,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/shyf,
6295,SI,Silvergate Capital Corporation,15.98,298453218.56,,2019.0,Finance,Major Banks,https://old.nasdaq.com/symbol/si,
3040,SIBN,"SI-BONE, Inc.",23.67,677671886.97,,2018.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/sibn,
3009,SIC,"Select Interior Concepts, Inc.",6.61,167682684.91,,,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/sic,
5669,SID,National Steel Company,3.21,4430167695.87,,,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/sid,
3041,SIEB,Siebert Financial Corp.,3.53,108207596.3,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sieb,
3042,SIEN,"Sientra, Inc.",3.68,185148263.04,,2014.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/sien,
7133,SIF,"SIFCO Industries, Inc.",3.99,23605330.77,,,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/sif,
3046,SIFY,Sify Technologies Limited,1.06,27337119.1,25789735.0,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/sify,
6293,SIG,Signet Jewelers Limited,18.79,983524913.63,,,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/sig,
3047,SIGA,SIGA Technologies Inc.,7.1,554657758.1,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/siga,
3011,SIGI,"Selective Insurance Group, Inc.",52.56,3143723923.44,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/sigi,
6366,SII,Sprott Inc.,37.82,926657849.08,,2020.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sii,
3054,SILC,Silicom Ltd,31.6,226753194.4,,,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/silc,
3057,SILK,"Silk Road Medical, Inc.",68.35,2302003052.25,,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/silk,
7135,SILV,SilverCrest Metals Inc.,10.41,1406767123.71,,2018.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/silv,
7027,SIM,"Grupo Simec, S.A. de C.V.",6.675,1031087136.525,,1993.0,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sim,
3056,SIMO,Silicon Motion Technology Corporation,38.04,1334082847.08,35070527.0,2005.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/simo,
3065,SINA,Sina Corporation,40.47,2407924003.89,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sina,
3067,SINO,"Sino-Global Shipping America, Ltd.",1.61,5985670.88,,,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/sino,
3069,SINT,"SiNtx Technologies, Inc.",1.95,47861400.6,,2014.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/sint,
3072,SIRI,Sirius XM Holdings Inc.,5.31,23046938328.24,,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/siri,
6300,SITC,SITE Centers Corp.,8.1,1564848274.5,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sitc,
6301,SITC^A,SITE Centers Corp.,24.63,0.0,,,,,https://old.nasdaq.com/symbol/sitc^a,
6302,SITC^K,SITE Centers Corp.,24.4,0.0,,,,,https://old.nasdaq.com/symbol/sitc^k,
6303,SITE,"SiteOne Landscape Supply, Inc.",115.24,5088562677.56,,2016.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/site,
3074,SITM,SiTime Corporation,71.33,1192351923.35,,2019.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/sitm,
3211,SIVB,SVB Financial Group,245.91,12728532509.49,,,Finance,Major Banks,https://old.nasdaq.com/symbol/sivb,
3212,SIVBP,SVB Financial Group,26.56,0.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/sivbp,
6304,SIX,Six Flags Entertainment Corporation New,24.6,2085143822.4,,,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/six,
2987,SJ,Scienjoy Holding Corporation,5.95,138340968.85,,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/sj,
6334,SJI,"South Jersey Industries, Inc.",19.93,2004717086.16,,,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sji,
6335,SJIJ,"South Jersey Industries, Inc.",25.44,0.0,,2019.0,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjij,
6336,SJIU,"South Jersey Industries, Inc.",35.35,0.0,,,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjiu,
5311,SJM,J.M. Smucker Company (The),109.98,12545840923.2,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm,
6285,SJR,Shaw Communications Inc.,18.83,9657815618.01,,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/sjr,
6231,SJT,San Juan Basin Royalty Trust,2.705,126076793.18,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sjt,
6306,SJW,SJW Group,61.1,1743360373.3,,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sjw,
6307,SKM,"SK Telecom Co., Ltd.",22.97,15134632506.46,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/skm,
1310,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,55.005,0.0,,,,,https://old.nasdaq.com/symbol/skor,
6456,SKT,"Tanger Factory Outlet Centers, Inc.",6.49,606635012.83,,1993.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/skt,
6308,SKX,"Skechers U.S.A., Inc.",31.86,5029827057.54,,1999.0,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/skx,
6309,SKY,Skyline Champion Corporation,24.68,1398521865.36,,,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/sky,
3076,SKYS,"Sky Solar Holdings, Ltd.",5.93,39614001.1,6680270.0,2014.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/skys,
3077,SKYW,"SkyWest, Inc.",34.51,1731758388.5,,1986.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/skyw,
1208,SKYY,First Trust Cloud Computing ETF,76.7,0.0,,,,,https://old.nasdaq.com/symbol/skyy,
3055,SLAB,"Silicon Laboratories, Inc.",98.47,4312549482.49,,2000.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/slab,
6247,SLB,Schlumberger N.V.,19.08,26484981256.44,,,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/slb,
6644,SLCA,"U.S. Silica Holdings, Inc.",3.57,263789159.97,,2012.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/slca,
3008,SLCT,"Select Bancorp, Inc.",7.47,133433278.38,,,Finance,Major Banks,https://old.nasdaq.com/symbol/slct,
3101,SLDB,Solid Biosciences Inc.,2.57,118481610.58,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/sldb,
6420,SLF,Sun Life Financial Inc.,41.88,24491285251.56,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/slf,
6310,SLG,SL Green Realty Corp,50.97,3733583642.67,,1997.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/slg,
3198,SLGG,"Super League Gaming, Inc.",1.94,29166833.0,,2019.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/slgg,
3100,SLGL,Sol-Gel Technologies Ltd.,7.75,178226347.0,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/slgl,
3053,SLGN,Silgan Holdings Inc.,36.69,4068401066.01,,1997.0,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/slgn,
6311,SLG^I,SL Green Realty Corp,25.85,0.0,,,,,https://old.nasdaq.com/symbol/slg^i,
3080,SLM,SLM Corporation,8.22,3084438169.14,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/slm,
3081,SLMBP,SLM Corporation,32.6,0.0,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/slmbp,
3052,SLN,Silence Therapeutics Plc,18.5,331349134.0,17910764.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sln,
3099,SLNO,"Soleno Therapeutics, Inc.",1.99,158391305.79,,2014.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/slno,
3064,SLP,"Simulations Plus, Inc.",64.85,1291226145.1,,,Technology,EDP Services,https://old.nasdaq.com/symbol/slp,
1892,SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,52.17,0.0,,,,,https://old.nasdaq.com/symbol/slqd,
6270,SLQT,"SelectQuote, Inc.",22.27,3620355398.25,,2020.0,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/slqt,
3096,SLRC,Solar Capital Ltd.,16.26,687161030.76,,2010.0,,,https://old.nasdaq.com/symbol/slrc,
2964,SLRX,"Salarius Pharmaceuticals, Inc.",0.8249,16349815.7889,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/slrx,
3012,SLS,"SELLAS Life Sciences Group, Inc. ",2.55,24128043.9,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sls,
853,SLVO,Credit Suisse AG,7.4,0.0,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/slvo,
6313,SM,SM Energy Company,2.12,242652853.16,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sm,
6314,SMAR,Smartsheet Inc.,44.39,5353869377.12,,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/smar,
3121,SMBC,"Southern Missouri Bancorp, Inc.",23.65,215844681.25,,,Finance,Banks,https://old.nasdaq.com/symbol/smbc,
3084,SMBK,"SmartFinancial, Inc.",13.53,205885089.96,,,Finance,Major Banks,https://old.nasdaq.com/symbol/smbk,
3199,SMCI,"Super Micro Computer, Inc.",26.39,1383811928.59,,2020.0,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/smci,
165,SMCP,AlphaMark Actively Managed Small Cap ETF,21.7706,0.0,,,,,https://old.nasdaq.com/symbol/smcp,
3030,SMED,Sharps Compliance Corp.,7.19,117751039.83,,,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/smed,
6413,SMFG,Sumitomo Mitsui Financial Group Inc,5.89,40359902253.25,,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/smfg,
6254,SMG,Scotts Miracle-Gro Company (The),154.74,8629667052.06,,1992.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/smg,
3475,SMH,VanEck Vectors Semiconductor ETF,170.85,0.0,,,,,https://old.nasdaq.com/symbol/smh,
6265,SMHI,SEACOR Marine Holdings Inc.,2.37,54566842.08,,2017.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/smhi,
2979,SMIT,"Schmitt Industries, Inc.",5.16,19158703.32,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/smit,
6418,SMLP,"Summit Midstream Partners, LP",0.7076,39541070.104,,2012.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/smlp,
6229,SMM,Salient Midstream & MLP Fund,3.78,66990853.44,,2012.0,,,https://old.nasdaq.com/symbol/smm,
3115,SMMC,South Mountain Merger Corp.,10.7,334375000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/smmc,
3116,SMMCU,South Mountain Merger Corp.,11.2,350000000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/smmcu,
3117,SMMCW,South Mountain Merger Corp.,1.41,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/smmcw,
3185,SMMF,"Summit Financial Group, Inc.",15.81,205165516.26,,,Finance,Major Banks,https://old.nasdaq.com/symbol/smmf,
3187,SMMT,Summit Therapeutics plc,3.34,108612010.44,32518566.0,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/smmt,
6373,SMP,"Standard Motor Products, Inc.",46.82,1046346048.22,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/smp,
3310,SMPL,The Simply Good Foods Company,22.2,2117429095.8,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/smpl,
3087,SMSI,"Smith Micro Software, Inc.",3.73,154256660.29,,1995.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/smsi,
3014,SMTC,Semtech Corporation,54.1,3525273342.9,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/smtc,
7132,SMTS,Sierra Metals Inc.,1.48,240959619.92,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/smts,
3088,SMTX,SMTC Corporation,3.9,110037720.0,,2000.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/smtx,
6317,SNA,Snap-On Incorporated,148.71,8099660720.37,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sna,
6316,SNAP,Snap Inc.,24.3,35702055841.5,,2017.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/snap,
3190,SNBP,"Sun BioPharma, Inc.",3.15,30395695.05,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/snbp,
3079,SNBR,Sleep Number Corporation,49.69,1377655250.0,,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/snbr,
3015,SNCA,"Seneca Biopharma, Inc.",0.6194,10712958.4382,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/snca,
3219,SNCR,"Synchronoss Technologies, Inc.",3.74,171049416.12,,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/sncr,
3083,SND,"Smart Sand, Inc.",1.37,57574591.13,,2016.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/snd,
3191,SNDE,Sundance Energy Inc. ,2.22,15263991.84,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/snde,
3192,SNDL,Sundial Growers Inc.,0.2644,38237528.0,,2019.0,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/sndl,
6248,SNDR,"Schneider National, Inc.",26.23,4651609707.85,,2017.0,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/sndr,
3220,SNDX,"Syndax Pharmaceuticals, Inc.",17.06,657649317.88,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sndx,
6331,SNE,Sony Corp Ord,77.61,95195852151.66,,,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/sne,
3018,SNES,"SenesTech, Inc.",1.59,5404142.88,,2016.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/snes,
3175,SNEX,StoneX Group Inc.,51.58,999016759.26,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/snex,
3005,SNFCA,Security National Financial Corporation,6.45,123255436.5,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/snfca,
3102,SNGX,"Soligenix, Inc.",1.94,57903738.72,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sngx,
3103,SNGXW,"Soligenix, Inc.",0.4779,0.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sngxw,
1620,SNLN,Highland/iBoxx Senior Loan ETF,16.075,0.0,,,,,https://old.nasdaq.com/symbol/snln,
7128,SNMP,Sanchez Midstream Partners LP,0.28,5587086.4,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/snmp,
6315,SNN,"Smith & Nephew SNATS, Inc.",40.31,17647605011.07,,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/snn,
3107,SNOA,"Sonoma Pharmaceuticals, Inc.",7.48,15111657.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/snoa,
6318,SNOW,Snowflake Inc.,227.54,63433182981.48,,2020.0,,,https://old.nasdaq.com/symbol/snow,
4389,SNP,China Petroleum & Chemical Corporation,43.5,52665976176.0,,,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/snp,
6563,SNPR.U,Tortoise Acquisition Corp. II,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/snpr.u,
3223,SNPS,"Synopsys, Inc.",201.86,30634614541.54,,1992.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/snps,
5708,SNR,New Senior Investment Group Inc.,4.36,361983968.56,,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/snr,
1450,SNSR,Global X Internet of Things ETF,26.47,0.0,,,,,https://old.nasdaq.com/symbol/snsr,
3193,SNSS,"Sunesis Pharmaceuticals, Inc.",1.5,27139650.0,,2005.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/snss,
2271,SNUG,Merlyn.AI Tactical Growth & Income ETF,26.2817,0.0,,,,,https://old.nasdaq.com/symbol/snug,
6442,SNV,Synovus Financial Corp.,22.34,3290971012.58,,,Finance,Major Banks,https://old.nasdaq.com/symbol/snv,
6443,SNV^D,Synovus Financial Corp.,25.74,0.0,,,,,https://old.nasdaq.com/symbol/snv^d,
6444,SNV^E,Synovus Financial Corp.,25.64,0.0,,,,,https://old.nasdaq.com/symbol/snv^e,
6441,SNX,Synnex Corporation,132.67,6831804900.41,,2003.0,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/snx,
2971,SNY,Sanofi,52.07,11420863114.54,219336722.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sny,
6342,SO,Southern Company (The),53.52,56524117632.96,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/so,
6430,SOAC,Sustainable Opportunities Acquisition Corp.,10.42,390750000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/soac,
6431,SOAC.U,Sustainable Opportunities Acquisition Corp.,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/soac.u,
